Tracking_ID,HG19en82 Chromosome,HG19en82 Gene Start (bp),HG19en82 Gene End (bp),HG19en82 Gene Length,HG19en82 Strand,HG19en82 % GC Content,HG19en82 Cytoband,HG19en82 Gene Biotype,HG19en82 Gene Name,HG19en82 Description
ENSG00000145912,chr5,177576461,177580968,1510,-,52.15,q35.3,protein_coding,NHP2,NHP2 ribonucleoprotein [Source:HGNC Symbol;Acc:14377]
ENSG00000157766,chr15,89346674,89418585,10908,+,50.26,q26.1,protein_coding,ACAN,aggrecan [Source:HGNC Symbol;Acc:319]
ENSG00000152661,chr6,121756838,121770873,3037,+,40.25,q22.31,protein_coding,GJA1,"gap junction protein, alpha 1, 43kDa [Source:HGNC Symbol;Acc:4274]"
ENSG00000105808,chr7,102220093,102257204,7745,-,56.33,q22.1,protein_coding,RASA4,RAS p21 protein activator 4 [Source:HGNC Symbol;Acc:23181]
ENSG00000127418,chr4,1003724,1020685,4145,+,66.74,p16.3,protein_coding,FGFRL1,fibroblast growth factor receptor-like 1 [Source:HGNC Symbol;Acc:3693]
ENSG00000166546,chr16,66461200,66527432,7165,+,50.58,q21,protein_coding,BEAN1,"brain expressed, associated with NEDD4, 1 [Source:HGNC Symbol;Acc:24160]"
ENSG00000105552,chr19,49298319,49314286,4553,-,54.54,q13.33,protein_coding,BCAT2,"branched chain amino-acid transaminase 2, mitochondrial [Source:HGNC Symbol;Acc:977]"
ENSG00000125398,chr17,70117161,70122561,3935,+,53.34,q24.3,protein_coding,SOX9,SRY (sex determining region Y)-box 9 [Source:HGNC Symbol;Acc:11204]
ENSG00000136143,chr13,48510622,48612125,3786,-,39.21,q14.2,protein_coding,SUCLA2,"succinate-CoA ligase, ADP-forming, beta subunit [Source:HGNC Symbol;Acc:11448]"
ENSG00000136052,chr12,105196331,105352522,5151,-,37.31,q23.3,protein_coding,SLC41A2,"solute carrier family 41 (magnesium transporter), member 2 [Source:HGNC Symbol;Acc:31045]"
ENSG00000112406,chr6,139456249,139501939,5614,+,41.79,q24.1,protein_coding,HECA,headcase homolog (Drosophila) [Source:HGNC Symbol;Acc:21041]
ENSG00000177479,chr3,48956254,49023815,8017,+,44.51,p21.31,protein_coding,ARIH2,ariadne RBR E3 ubiquitin protein ligase 2 [Source:HGNC Symbol;Acc:690]
ENSG00000113318,chr5,79950467,80172279,4709,+,38.03,q14.1,protein_coding,MSH3,mutS homolog 3 [Source:HGNC Symbol;Acc:7326]
ENSG00000005100,chr17,5344232,5372380,5872,-,45.81,p13.2,protein_coding,DHX33,DEAH (Asp-Glu-Ala-His) box polypeptide 33 [Source:HGNC Symbol;Acc:16718]
ENSG00000171161,chr1,249132409,249143716,3741,+,52.37,q44,protein_coding,ZNF672,zinc finger protein 672 [Source:HGNC Symbol;Acc:26179]
ENSG00000175600,chr7,40174575,40900362,3590,+,38.71,p14.1,protein_coding,SUGCT,succinylCoA:glutarate-CoA transferase [Source:HGNC Symbol;Acc:16001]
ENSG00000172613,chr11,67159176,67165881,3175,+,59.59,q13.2,protein_coding,RAD9A,RAD9 homolog A (S. pombe) [Source:HGNC Symbol;Acc:9827]
ENSG00000108515,chr17,4851387,4860426,4292,+,58.22,p13.2,protein_coding,ENO3,"enolase 3 (beta, muscle) [Source:HGNC Symbol;Acc:3354]"
ENSG00000081052,chr2,227867427,228028829,9895,-,40.93,q36.3,protein_coding,COL4A4,"collagen, type IV, alpha 4 [Source:HGNC Symbol;Acc:2206]"
ENSG00000204681,chr6,29523406,29601753,8470,-,45.01,p22.1,protein_coding,GABBR1,"gamma-aminobutyric acid (GABA) B receptor, 1 [Source:HGNC Symbol;Acc:4070]"
ENSG00000134909,chr11,128834955,129149219,12841,-,36.86,q24.3,protein_coding,ARHGAP32,Rho GTPase activating protein 32 [Source:HGNC Symbol;Acc:17399]
ENSG00000143033,chr1,93544792,93604638,5909,+,37.37,p22.1,protein_coding,MTF2,metal response element binding transcription factor 2 [Source:HGNC Symbol;Acc:29535]
ENSG00000123892,chr11,87846410,87908635,1465,-,38.42,q14.2,protein_coding,RAB38,"RAB38, member RAS oncogene family [Source:HGNC Symbol;Acc:9776]"
ENSG00000170537,chr16,18995256,19075264,5638,+,46.16,p12.3,protein_coding,TMC7,transmembrane channel-like 7 [Source:HGNC Symbol;Acc:23000]
ENSG00000183207,chr19,49496705,49519252,4073,+,53.06,q13.33,protein_coding,RUVBL2,RuvB-like AAA ATPase 2 [Source:HGNC Symbol;Acc:10475]
ENSG00000185274,chr7,70597155,71178585,4869,+,44.5,q11.22,protein_coding,WBSCR17,Williams-Beuren syndrome chromosome region 17 [Source:HGNC Symbol;Acc:16347]
ENSG00000121903,chr1,33938246,33962107,5308,+,43.31,p35.1,protein_coding,ZSCAN20,zinc finger and SCAN domain containing 20 [Source:HGNC Symbol;Acc:13093]
ENSG00000264364,chr17,56160776,56172897,6805,+,49.02,q22,protein_coding,DYNLL2,"dynein, light chain, LC8-type 2 [Source:HGNC Symbol;Acc:24596]"
ENSG00000112659,chr6,43149913,43192325,12251,+,49.09,p21.1,protein_coding,CUL9,cullin 9 [Source:HGNC Symbol;Acc:15982]
ENSG00000108379,chr17,44839872,44910520,4334,-,53.82,q21.32,protein_coding,WNT3,"wingless-type MMTV integration site family, member 3 [Source:HGNC Symbol;Acc:12782]"
ENSG00000183779,chr8,37553269,37557537,3347,+,65.89,p11.23,protein_coding,ZNF703,zinc finger protein 703 [Source:HGNC Symbol;Acc:25883]
ENSG00000184489,chr8,142402093,142441620,1943,+,62.33,q24.3,protein_coding,PTP4A3,"protein tyrosine phosphatase type IVA, member 3 [Source:HGNC Symbol;Acc:9636]"
ENSG00000135999,chr2,149402009,149545130,5575,+,37.09,q23.1,protein_coding,EPC2,enhancer of polycomb homolog 2 (Drosophila) [Source:HGNC Symbol;Acc:24543]
ENSG00000171490,chr16,11929056,11945442,4818,-,45.65,p13.13,protein_coding,RSL1D1,ribosomal L1 domain containing 1 [Source:HGNC Symbol;Acc:24534]
ENSG00000015475,chr22,18216906,18257536,4418,-,52.51,q11.21,protein_coding,BID,BH3 interacting domain death agonist [Source:HGNC Symbol;Acc:1050]
ENSG00000164167,chr4,147096837,147121152,2605,+,39.71,q31.22,protein_coding,LSM6,"LSM6 homolog, U6 small nuclear RNA associated (S. cerevisiae) [Source:HGNC Symbol;Acc:17017]"
ENSG00000122507,chr7,33168856,33645680,5827,+,37.38,p14.3,protein_coding,BBS9,Bardet-Biedl syndrome 9 [Source:HGNC Symbol;Acc:30000]
ENSG00000228672,chr5,138727635,138730885,3251,-,69.95,q31.2,protein_coding,PROB1,proline-rich basic protein 1 [Source:HGNC Symbol;Acc:41906]
ENSG00000163312,chr4,84328496,84377009,3713,-,38.46,q21.23,protein_coding,HELQ,"helicase, POLQ-like [Source:HGNC Symbol;Acc:18536]"
ENSG00000138413,chr2,209100951,209130798,4721,-,41.27,q34,protein_coding,IDH1,"isocitrate dehydrogenase 1 (NADP+), soluble [Source:HGNC Symbol;Acc:5382]"
ENSG00000163626,chr4,73921797,73935472,3258,-,41.16,q13.3,protein_coding,COX18,COX18 cytochrome C oxidase assembly factor [Source:HGNC Symbol;Acc:26801]
ENSG00000106399,chr7,7676149,7758238,3232,-,37.19,p21.3,protein_coding,RPA3,"replication protein A3, 14kDa [Source:HGNC Symbol;Acc:10291]"
ENSG00000241978,chr9,112542769,112934792,8444,+,42.79,q31.3,protein_coding,AKAP2,A kinase (PRKA) anchor protein 2 [Source:HGNC Symbol;Acc:372]
ENSG00000177595,chr11,799179,809753,5869,-,62.59,p15.5,protein_coding,PIDD,p53-induced death domain protein [Source:HGNC Symbol;Acc:16491]
ENSG00000103199,chr16,4798240,4817625,6465,-,54.32,p13.3,protein_coding,ZNF500,zinc finger protein 500 [Source:HGNC Symbol;Acc:23716]
ENSG00000114654,chr3,128720472,128759585,2945,+,52.49,q21.3,protein_coding,EFCC1,EF-hand and coiled-coil domain containing 1 [Source:HGNC Symbol;Acc:25692]
ENSG00000054392,chr1,210501596,210849638,4296,+,42.26,q32.2,protein_coding,HHAT,hedgehog acyltransferase [Source:HGNC Symbol;Acc:18270]
ENSG00000138246,chr3,132136370,132257876,9562,+,36.8,q22.1,protein_coding,DNAJC13,"DnaJ (Hsp40) homolog, subfamily C, member 13 [Source:HGNC Symbol;Acc:30343]"
ENSG00000148824,chr10,135207598,135234811,4095,+,47.71,q26.3,protein_coding,MTG1,mitochondrial ribosome-associated GTPase 1 [Source:HGNC Symbol;Acc:32159]
ENSG00000184677,chr1,22778344,22857650,8992,+,42.7,p36.12,protein_coding,ZBTB40,zinc finger and BTB domain containing 40 [Source:HGNC Symbol;Acc:29045]
ENSG00000166225,chr12,69864129,69973562,7266,+,37.91,q15,protein_coding,FRS2,fibroblast growth factor receptor substrate 2 [Source:HGNC Symbol;Acc:16971]
ENSG00000163701,chr3,9944296,9958086,4676,+,51.85,p25.3,protein_coding,IL17RE,interleukin 17 receptor E [Source:HGNC Symbol;Acc:18439]
ENSG00000078399,chr7,27202054,27210117,2550,-,54.79,p15.2,protein_coding,HOXA9,homeobox A9 [Source:HGNC Symbol;Acc:5109]
ENSG00000143786,chr1,224622362,224928251,6386,+,44.14,q42.12,protein_coding,CNIH3,cornichon family AMPA receptor auxiliary protein 3 [Source:HGNC Symbol;Acc:26802]
ENSG00000120279,chr6,153019030,153045702,3030,+,35.55,q25.2,protein_coding,MYCT1,myc target 1 [Source:HGNC Symbol;Acc:23172]
ENSG00000096433,chr6,33588142,33664351,9870,+,55.13,p21.31,protein_coding,ITPR3,"inositol 1,4,5-trisphosphate receptor, type 3 [Source:HGNC Symbol;Acc:6182]"
ENSG00000157343,chr6,35704809,35716856,1418,+,46.92,p21.31,protein_coding,ARMC12,armadillo repeat containing 12 [Source:HGNC Symbol;Acc:21099]
ENSG00000120451,chr11,130745331,130786404,8154,-,42.46,q24.3,protein_coding,SNX19,sorting nexin 19 [Source:HGNC Symbol;Acc:21532]
ENSG00000174744,chr11,66104804,66112596,2514,-,55.88,q13.2,protein_coding,BRMS1,breast cancer metastasis suppressor 1 [Source:HGNC Symbol;Acc:17262]
ENSG00000159111,chr17,45900638,45908900,2764,-,49.17,q21.32,protein_coding,MRPL10,mitochondrial ribosomal protein L10 [Source:HGNC Symbol;Acc:14055]
ENSG00000134717,chr1,52521797,52556388,6022,+,41.19,p32.3,protein_coding,BTF3L4,basic transcription factor 3-like 4 [Source:HGNC Symbol;Acc:30547]
ENSG00000002919,chr17,46180719,46200436,3606,+,48.0,q21.32,protein_coding,SNX11,sorting nexin 11 [Source:HGNC Symbol;Acc:14975]
ENSG00000160991,chr7,102073553,102097268,11098,+,54.69,q22.1,protein_coding,ORAI2,ORAI calcium release-activated calcium modulator 2 [Source:HGNC Symbol;Acc:21667]
ENSG00000008838,chr17,38175350,38217468,6962,-,50.63,q21.1,protein_coding,MED24,mediator complex subunit 24 [Source:HGNC Symbol;Acc:22963]
ENSG00000079337,chr12,48128455,48164823,11995,-,54.44,q13.11,protein_coding,RAPGEF3,Rap guanine nucleotide exchange factor (GEF) 3 [Source:HGNC Symbol;Acc:16629]
ENSG00000138495,chr3,119373360,119396301,2172,-,41.28,q13.33,protein_coding,COX17,COX17 cytochrome c oxidase copper chaperone [Source:HGNC Symbol;Acc:2264]
ENSG00000102103,chrX,48755195,48760420,1903,+,52.74,p11.23,protein_coding,PQBP1,polyglutamine binding protein 1 [Source:HGNC Symbol;Acc:9330]
ENSG00000100297,chr22,35796056,35821423,7338,+,52.51,q12.3,protein_coding,MCM5,minichromosome maintenance complex component 5 [Source:HGNC Symbol;Acc:6948]
ENSG00000164850,chr7,1121844,1133451,3149,+,55.88,p22.3,protein_coding,GPER1,G protein-coupled estrogen receptor 1 [Source:HGNC Symbol;Acc:4485]
ENSG00000157106,chr16,18816175,18937776,25227,-,39.95,p12.3,protein_coding,SMG1,SMG1 phosphatidylinositol 3-kinase-related kinase [Source:HGNC Symbol;Acc:30045]
ENSG00000142669,chr1,26605667,26608007,1780,+,61.77,p36.11,protein_coding,SH3BGRL3,SH3 domain binding glutamic acid-rich protein like 3 [Source:HGNC Symbol;Acc:15568]
ENSG00000221829,chr9,35073832,35080013,3614,-,53.25,p13.3,protein_coding,FANCG,"Fanconi anemia, complementation group G [Source:HGNC Symbol;Acc:3588]"
ENSG00000089177,chr20,16252749,16554078,6278,-,40.7,p12.1,protein_coding,KIF16B,kinesin family member 16B [Source:HGNC Symbol;Acc:15869]
ENSG00000127580,chr16,734622,740444,3570,-,63.87,p13.3,protein_coding,WDR24,WD repeat domain 24 [Source:HGNC Symbol;Acc:20852]
ENSG00000180871,chr2,218990012,219001976,3231,+,46.03,q35,protein_coding,CXCR2,chemokine (C-X-C motif) receptor 2 [Source:HGNC Symbol;Acc:6027]
ENSG00000113558,chr5,133484633,133512729,12764,-,41.25,q31.1,protein_coding,SKP1,S-phase kinase-associated protein 1 [Source:HGNC Symbol;Acc:10899]
ENSG00000099203,chr19,10943114,10946994,1513,-,56.25,p13.2,protein_coding,TMED1,transmembrane emp24 protein transport domain containing 1 [Source:HGNC Symbol;Acc:17291]
ENSG00000129932,chr19,3490819,3500938,2387,-,56.58,p13.3,protein_coding,DOHH,deoxyhypusine hydroxylase/monooxygenase [Source:HGNC Symbol;Acc:28662]
ENSG00000144485,chr2,239146908,239149303,2037,-,70.08,q37.3,protein_coding,HES6,hes family bHLH transcription factor 6 [Source:HGNC Symbol;Acc:18254]
ENSG00000113296,chr5,79287134,79379110,4605,+,42.04,q14.1,protein_coding,THBS4,thrombospondin 4 [Source:HGNC Symbol;Acc:11788]
ENSG00000120256,chr6,150139934,150186199,3715,-,44.44,q25.1,protein_coding,LRP11,low density lipoprotein receptor-related protein 11 [Source:HGNC Symbol;Acc:16936]
ENSG00000075856,chr12,108916357,108955176,7270,-,42.65,q23.3,protein_coding,SART3,squamous cell carcinoma antigen recognized by T cells 3 [Source:HGNC Symbol;Acc:16860]
ENSG00000215529,chr20,31446729,31549006,3216,+,46.85,q11.21,protein_coding,EFCAB8,EF-hand calcium binding domain 8 [Source:HGNC Symbol;Acc:34532]
ENSG00000080503,chr9,2015342,2193624,7132,+,40.56,p24.3,protein_coding,SMARCA2,"SWI/SNF related, matrix associated, actin dependent regulator of chromatin, subfamily a, member 2 [Source:HGNC Symbol;Acc:11098]"
ENSG00000123096,chr12,26274924,26452223,4997,+,41.2,p12.1,protein_coding,SSPN,sarcospan [Source:HGNC Symbol;Acc:11322]
ENSG00000136807,chr9,130547958,130553066,3000,+,57.43,q34.11,protein_coding,CDK9,cyclin-dependent kinase 9 [Source:HGNC Symbol;Acc:1780]
ENSG00000184060,chr17,29233362,29286340,3750,+,48.03,q11.2,protein_coding,ADAP2,ArfGAP with dual PH domains 2 [Source:HGNC Symbol;Acc:16487]
ENSG00000100412,chr22,41865129,41924993,4041,+,50.27,q13.2,protein_coding,ACO2,"aconitase 2, mitochondrial [Source:HGNC Symbol;Acc:118]"
ENSG00000120093,chr17,46626232,46682274,7456,-,52.52,q21.32,protein_coding,HOXB3,homeobox B3 [Source:HGNC Symbol;Acc:5114]
ENSG00000011566,chr2,39476407,39664453,6067,-,36.9,p22.1,protein_coding,MAP4K3,mitogen-activated protein kinase kinase kinase kinase 3 [Source:HGNC Symbol;Acc:6865]
ENSG00000197223,chr2,68268262,68338080,3581,-,38.27,p14,protein_coding,C1D,C1D nuclear receptor corepressor [Source:HGNC Symbol;Acc:29911]
ENSG00000105185,chr19,33071974,33078358,2253,+,45.84,q13.11,protein_coding,PDCD5,programmed cell death 5 [Source:HGNC Symbol;Acc:8764]
ENSG00000178726,chr20,23026270,23030378,4109,-,54.83,p11.21,protein_coding,THBD,thrombomodulin [Source:HGNC Symbol;Acc:11784]
ENSG00000051128,chr19,19040010,19052070,3422,-,56.77,p13.11,protein_coding,HOMER3,homer homolog 3 (Drosophila) [Source:HGNC Symbol;Acc:17514]
ENSG00000133193,chr17,71203492,71232892,3162,-,43.89,q25.1,protein_coding,FAM104A,"family with sequence similarity 104, member A [Source:HGNC Symbol;Acc:25918]"
ENSG00000151881,chr5,43444354,43483995,3401,-,38.29,p12,protein_coding,C5orf28,chromosome 5 open reading frame 28 [Source:HGNC Symbol;Acc:26139]
ENSG00000106355,chr7,32524951,32534895,4694,-,39.75,p14.3,protein_coding,LSM5,"LSM5 homolog, U6 small nuclear RNA associated (S. cerevisiae) [Source:HGNC Symbol;Acc:17162]"
ENSG00000215704,chr1,15792404,15817895,1457,+,48.76,p36.21,protein_coding,CELA2B,"chymotrypsin-like elastase family, member 2B [Source:HGNC Symbol;Acc:29995]"
ENSG00000143603,chr1,154669931,154842756,13553,-,48.86,q21.3,protein_coding,KCNN3,"potassium intermediate/small conductance calcium-activated channel, subfamily N, member 3 [Source:HGNC Symbol;Acc:6292]"
ENSG00000100124,chr22,38226862,38245334,4487,-,50.74,q13.1,protein_coding,ANKRD54,ankyrin repeat domain 54 [Source:HGNC Symbol;Acc:25185]
ENSG00000116128,chr1,147013182,147098017,6420,+,42.08,q21.2,protein_coding,BCL9,B-cell CLL/lymphoma 9 [Source:HGNC Symbol;Acc:1008]
ENSG00000164683,chr8,80676245,80680098,3232,-,46.45,q21.13,protein_coding,HEY1,hes-related family bHLH transcription factor with YRPW motif 1 [Source:HGNC Symbol;Acc:4880]
ENSG00000147166,chrX,70521584,70525221,2201,+,46.4,q13.1,protein_coding,ITGB1BP2,integrin beta 1 binding protein (melusin) 2 [Source:HGNC Symbol;Acc:6154]
ENSG00000147256,chrX,130192216,130223857,3173,+,46.18,q26.1,protein_coding,ARHGAP36,Rho GTPase activating protein 36 [Source:HGNC Symbol;Acc:26388]
ENSG00000135862,chr1,182992595,183114727,8406,+,40.08,q25.3,protein_coding,LAMC1,"laminin, gamma 1 (formerly LAMB2) [Source:HGNC Symbol;Acc:6492]"
ENSG00000182264,chr19,49244109,49250166,3415,-,52.95,q13.33,protein_coding,IZUMO1,izumo sperm-egg fusion 1 [Source:HGNC Symbol;Acc:28539]
ENSG00000143320,chr1,156669398,156675608,1100,-,55.42,q23.1,protein_coding,CRABP2,cellular retinoic acid binding protein 2 [Source:HGNC Symbol;Acc:2339]
ENSG00000115641,chr2,105974169,106054970,6626,-,44.54,q12.2,protein_coding,FHL2,four and a half LIM domains 2 [Source:HGNC Symbol;Acc:3703]
ENSG00000163751,chr3,148583043,148614983,1848,+,37.02,q24,protein_coding,CPA3,carboxypeptidase A3 (mast cell) [Source:HGNC Symbol;Acc:2298]
ENSG00000125651,chr19,6379580,6393992,3134,-,54.75,p13.3,protein_coding,GTF2F1,"general transcription factor IIF, polypeptide 1, 74kDa [Source:HGNC Symbol;Acc:4652]"
ENSG00000174502,chr1,205882176,205912588,5628,-,52.02,q32.1,protein_coding,SLC26A9,"solute carrier family 26 (anion exchanger), member 9 [Source:HGNC Symbol;Acc:14469]"
ENSG00000186907,chr11,57228022,57245007,2387,+,54.59,q12.1,protein_coding,RTN4RL2,reticulon 4 receptor-like 2 [Source:HGNC Symbol;Acc:23053]
ENSG00000075275,chr22,46756731,46933067,12817,-,53.93,q13.31,protein_coding,CELSR1,"cadherin, EGF LAG seven-pass G-type receptor 1 [Source:HGNC Symbol;Acc:1850]"
ENSG00000117525,chr1,94994781,95007356,2875,-,43.51,p21.3,protein_coding,F3,"coagulation factor III (thromboplastin, tissue factor) [Source:HGNC Symbol;Acc:3541]"
ENSG00000140937,chr16,64977656,65160015,9920,-,40.38,q21,protein_coding,CDH11,"cadherin 11, type 2, OB-cadherin (osteoblast) [Source:HGNC Symbol;Acc:1750]"
ENSG00000073331,chr4,113206665,113363776,12325,+,40.45,q25,protein_coding,ALPK1,alpha-kinase 1 [Source:HGNC Symbol;Acc:20917]
ENSG00000154832,chr18,47808713,47814674,4319,-,59.29,q21.1,protein_coding,CXXC1,CXXC finger protein 1 [Source:HGNC Symbol;Acc:24343]
ENSG00000154734,chr21,28208066,28217728,7063,-,45.12,q21.3,protein_coding,ADAMTS1,"ADAM metallopeptidase with thrombospondin type 1 motif, 1 [Source:HGNC Symbol;Acc:217]"
ENSG00000138430,chr2,174937175,175113426,6100,-,36.5,q31.1,protein_coding,OLA1,Obg-like ATPase 1 [Source:HGNC Symbol;Acc:28833]
ENSG00000196126,chr6,32546546,32557625,1229,-,44.36,p21.32,protein_coding,HLA-DRB1,"major histocompatibility complex, class II, DR beta 1 [Source:HGNC Symbol;Acc:4948]"
ENSG00000163291,chr4,79808281,79860592,12403,-,35.92,q21.21,protein_coding,PAQR3,progestin and adipoQ receptor family member III [Source:HGNC Symbol;Acc:30130]
ENSG00000082781,chr3,124480795,124620265,6447,-,46.61,q21.2,protein_coding,ITGB5,"integrin, beta 5 [Source:HGNC Symbol;Acc:6160]"
ENSG00000181374,chr17,32683471,32685629,851,+,48.96,q12,protein_coding,CCL13,chemokine (C-C motif) ligand 13 [Source:HGNC Symbol;Acc:10611]
ENSG00000185245,chr17,4835592,4838325,2501,+,55.96,p13.2,protein_coding,GP1BA,"glycoprotein Ib (platelet), alpha polypeptide [Source:HGNC Symbol;Acc:4439]"
ENSG00000162174,chr11,62104920,62160882,4584,+,44.11,q12.3,protein_coding,ASRGL1,asparaginase like 1 [Source:HGNC Symbol;Acc:16448]
ENSG00000054965,chr11,73111532,73309234,7823,-,41.55,q13.4,protein_coding,FAM168A,"family with sequence similarity 168, member A [Source:HGNC Symbol;Acc:28999]"
ENSG00000179403,chr1,1370241,1378262,5065,+,66.36,p36.33,protein_coding,VWA1,von Willebrand factor A domain containing 1 [Source:HGNC Symbol;Acc:30910]
ENSG00000243444,chr9,112403068,112713755,9715,+,41.43,q31.3,protein_coding,PALM2,paralemmin 2 [Source:HGNC Symbol;Acc:15845]
ENSG00000180914,chr3,8792094,8811314,4514,-,50.0,p25.3,protein_coding,OXTR,oxytocin receptor [Source:HGNC Symbol;Acc:8529]
ENSG00000189339,chr1,1592939,1624167,7790,-,53.64,p36.33,protein_coding,SLC35E2B,"solute carrier family 35, member E2B [Source:HGNC Symbol;Acc:33941]"
ENSG00000164953,chr8,94767072,94831462,8281,+,37.38,q22.1,protein_coding,TMEM67,transmembrane protein 67 [Source:HGNC Symbol;Acc:28396]
ENSG00000105136,chr19,57999079,58006048,6591,+,48.55,q13.43,protein_coding,ZNF419,zinc finger protein 419 [Source:HGNC Symbol;Acc:20648]
ENSG00000196814,chr9,129089128,129269320,8070,+,47.23,q33.3,protein_coding,MVB12B,multivesicular body subunit 12B [Source:HGNC Symbol;Acc:23368]
ENSG00000137338,chr6,28249314,28270326,3135,+,39.92,p22.1,protein_coding,PGBD1,piggyBac transposable element derived 1 [Source:HGNC Symbol;Acc:19398]
ENSG00000145194,chr3,183967438,184010819,6552,+,51.09,q27.1,protein_coding,ECE2,endothelin converting enzyme 2 [Source:HGNC Symbol;Acc:13275]
ENSG00000188191,chr7,588834,767287,4491,-,54.13,p22.3,protein_coding,PRKAR1B,"protein kinase, cAMP-dependent, regulatory, type I, beta [Source:HGNC Symbol;Acc:9390]"
ENSG00000112210,chr6,57053607,57087078,3075,-,37.97,p11.2,protein_coding,RAB23,"RAB23, member RAS oncogene family [Source:HGNC Symbol;Acc:14263]"
ENSG00000114115,chr3,139236276,139258671,3905,-,48.01,q23,protein_coding,RBP1,"retinol binding protein 1, cellular [Source:HGNC Symbol;Acc:9919]"
ENSG00000150630,chr4,177604689,177713881,2423,-,35.55,q34.3,protein_coding,VEGFC,vascular endothelial growth factor C [Source:HGNC Symbol;Acc:12682]
ENSG00000136936,chr9,100437191,100459639,1833,-,38.79,q22.33,protein_coding,XPA,"xeroderma pigmentosum, complementation group A [Source:HGNC Symbol;Acc:12814]"
ENSG00000105982,chr7,156432975,156469824,4371,+,42.24,q36.3,protein_coding,RNF32,ring finger protein 32 [Source:HGNC Symbol;Acc:17118]
ENSG00000162980,chr2,152645498,152685006,6716,-,37.35,q23.3,protein_coding,ARL5A,ADP-ribosylation factor-like 5A [Source:HGNC Symbol;Acc:696]
